번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
254,개방화장실,다대도서관 2층 화장실,"부산광역시 사하구 다대낙조2길 9 (다대동, 다대도서관)",,N,3,2,0,0,0,0,4,0,0,사하구 다대도서관,051-220-5861,07:00~23:00,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
255,개방화장실,다대도서관 3층 화장실,"부산광역시 사하구 다대낙조2길 9 (다대동, 다대도서관)",,N,2,2,0,0,0,0,3,0,0,사하구 다대도서관,051-220-5861,07:00~23:00,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
256,개방화장실,다대도서관 4층 화장실,"부산광역시 사하구 다대낙조2길 9 (다대동, 다대도서관)",,N,2,2,0,0,0,0,3,0,0,사하구 다대도서관,051-220-5861,09:00~18:00,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
257,개방화장실,다대도서관 5층 화장실,"부산광역시 사하구 다대낙조2길 9 (다대동, 다대도서관)",,N,2,2,0,0,0,0,3,0,0,사하구 다대도서관,051-220-5861,09:00~22:00,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
258,개방화장실,다대도서관 지하1층 화장실,"부산광역시 사하구 다대낙조2길 9 (다대동, 다대도서관)",,N,2,3,0,0,0,0,3,0,0,사하구 다대도서관,051-220-5861,09:00~19:00,2010-01,,,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
259,공중화장실,노을정전망대공중화장실,부산광역시 사하구 다대동 1546,부산광역시 사하구 다대동 1546,N,1,2,1,0,0,0,2,0,0,부산광역시 사하구청,051-220-4534,00:00~23:50,2012-01,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-05-28
260,공중화장실,통일아시아드공원공중화장실,부산광역시 사하구 다대동 1585,부산광역시 사하구 다대동 1585,N,2,3,1,0,0,0,4,1,0,부산광역시 사하구청,051-220-4521,00:00~23:50,2008-01,,,지방자치단체,관광·체육시설,수세식,Y,,Y,N,없음,,2020-05-28
261,간이화장실,몰운대전망대공중화장실,부산광역시 사하구 다대동 산 144,부산광역시 사하구 다대동 산 144,N,1,1,0,0,0,0,1,0,0,부산광역시 사하구청,051-220-4521,05:00~20:00,2010-01,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-05-28
262,공중화장실,몰운대객사공중화장실,부산광역시 사하구 다대동 산 144,부산광역시 사하구 다대동 산 144,N,1,2,0,0,0,0,2,0,0,부산광역시 사하구청,051-220-4521,05:00~20:00,2013-01,,,지방자치단체,관광·체육시설,수세식,Y,,N,N,없음,,2020-05-28
263,공중화장실,몰운대화손대공중화장실,부산광역시 사하구 다대동 산 144,부산광역시 사하구 다대동 산 144,N,1,2,0,0,0,0,3,0,0,부산광역시 사하구청,051-220-4521,05:00~20:00,2011-01,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-05-28
264,간이화장실,몰운대관리소공중화장실,부산광역시 사하구 다대동 산 144 (다대동),부산광역시 사하구 다대동 산 144,Y,1,1,0,0,0,0,1,0,0,부산광역시 사하구청,051-220-4521,05:00~20:00,1992-01,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-05-28
265,개방화장실,다대1치안센터 화장실,부산광역시 사하구 다대동로 66 (다대동),,N,1,1,0,0,0,0,1,0,0,부산사하경찰서 생활안전과 다대지구대,051-266-0112,00:00~23:50,1984-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
266,개방화장실,장림파출소 1층화장실,부산광역시 사하구 다대로 239 (장림동),,N,1,1,0,0,0,0,1,0,0,부산사하경찰서 생활안전과 장림파출소,051-261-3571,00:00~23:50,1990-01,,,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2020-05-28
267,개방화장실,부산장림현대우편취급국 화장실,"부산광역시 사하구 다대로 305 (장림동, 장림현대아파트)",,N,2,3,0,0,0,0,2,0,0,부산장림현대우편취급국,051-261-2225,09:00~18:00,1994-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
268,개방화장실,다대119안전센터 화장실,부산광역시 사하구 다대로 622 (다대동),,N,1,1,0,0,0,0,1,0,0,사하소방서,051-760-4500,00:00~23:50,1996-01,,,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2020-05-28
269,공중화장실,테마임도공원1,,부산광역시 기장군 기장읍 만화리 산 1번지,N,1,2,0,0,0,0,1,0,0,기장군청 청소자원과,,상시,2012-02,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-04-06
270,공중화장실,통일공원,,부산광역시 기장군 기장읍 동부리 160번지,N,1,1,2,1,0,0,3,2,0,기장군도시관리공단,051-792-4708,상시,2016-09,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-06
271,공중화장실,내리숲속,,부산광역시 기장군 기장읍 내리 산 100번지 1호,N,1,0,0,0,0,0,1,0,0,기장군 도시관리공단,051-792-4708,상시,2013-02,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-04-06
272,공중화장실,두호해변,,부산광역시 기장군 기장읍 죽성리 134번지 12호,N,1,2,0,0,0,0,2,0,0,기장군 도시관리공단,051-792-4708,상시,2013-02,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-06
273,공중화장실,대변해변2,,부산광역시 기장군 기장읍 대변리 산 21번지,N,1,1,0,0,0,0,2,0,0,기장군 도시관리공단,051-792-4708,상시,2005-04,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-04-06
274,공중화장실,대변해변1,,부산광역시 기장군 기장읍 대변리 245번지 6호,N,1,0,0,0,0,0,1,0,0,기장군 도시관리공단,051-792-4708,상시,2002-06,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-04-06
275,공중화장실,대변항3,,부산광역시 기장군 기장읍 대변리 304번지 18호,N,1,1,0,0,0,0,2,0,0,기장군 도시관리공단,051-792-4708,상시,2017-12,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
276,공중화장실,서암마을,,부산광역시 기장군 기장읍 연화리 297번지 22호,N,0,1,1,1,0,0,3,1,0,기장군 도시관리공단,051-792-4708,상시,2015-06,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
277,공중화장실,개나리공원,,부산광역시 기장군 기장읍 청강리 295번지,N,1,1,0,0,0,0,2,0,0,기장군 도시관리공단,051-792-4708,상시,2018-06,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
278,공중화장실,칠암방파제,,부산광역시 기장군 일광면 칠암리 2번지 3호,N,1,1,0,0,0,0,1,1,0,기장군도시관리공단,051-792-4708,상시,2011-03,,,지방자치단체,관광·체육시설,수세식,N,없음,Y,N,없음,,2020-04-10
279,공중화장실,동백방파제,,부산광역시 기장군 일광면 동백리 233번지 43호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2019-04,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-10
280,공중화장실,기룡농산물판매장,,부산광역시 기장군 장안읍 기룡리 766번지 1호,N,1,0,0,0,0,0,1,0,0,기장군도시관리공단,051-792-4708,상시,2002-06,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-18
281,공중화장실,구기공원,부산광역시 기장군 장안읍 장안산단4로 42,부산광역시 기장군 장안읍 반룡리 870번지,N,4,4,2,0,0,0,7,0,0,기장군도시관리공단,051-792-4708,상시,2010-01,,,국가,관광·체육시설,수세식,Y,여자화장실+장애인화장실,Y,N,없음,,2022-02-04
282,공중화장실,연잎,,부산광역시 기장군 정관읍 달산리 1220번지,N,2,3,2,0,0,0,4,0,0,기장군도시관리공단,051-792-4708,상시,2013-01,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
283,공중화장실,좌광천 산책로,,부산광역시 기장군 정관읍 예림리 184번지,N,1,1,0,0,0,0,1,0,0,기장군도시관리공단,051-792-4708,상시,2013-01,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
284,공중화장실,신평소공원,,부산광역시 기장군 일광면 신평리 11번지 1호,N,2,1,2,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2013-01,,,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,Y,N,없음,,2020-06-24
285,공중화장실,동백1,,부산광역시 기장군 일광면 동백리 산 57번지 1호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2004-12,,,지방자치단체,기타,수거식,N,없음,N,N,없음,,2020-06-24
286,공중화장실,이천1(소라),,부산광역시 기장군 일광면 이천리 874번지 19호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2012-03,,,지방자치단체,기타,수세식,Y,여자화장실,Y,N,없음,,2020-06-24
287,공중화장실,일광해수욕장1,,부산광역시 기장군 일광면 삼성리 143번지 8호,N,2,5,1,1,0,0,5,1,0,기장군도시관리공단,051-792-4708,상시,2002-12,,,지방자치단체,기타,수세식,Y,여자화장실+장애인화장실,Y,N,없음,,2020-06-24
288,공중화장실,일광해수욕장2(임해봉사실),"부산광역시 기장군 일광면 삼성3길 17, 일광해수욕장행정봉사실",부산광역시 기장군 일광면 삼성리 41번지 일광해수욕장행정봉사실,N,3,7,2,0,0,0,10,0,0,기장군도시관리공단,051-792-4708,상시,2007-09,,,지방자치단체,기타,수세식,Y,여자화장실,Y,N,없음,,2020-06-24
289,공중화장실,일광해수욕장3(강변),,부산광역시 기장군 일광면 삼성리 673번지 24호,N,3,4,1,0,0,0,7,1,0,기장군도시관리공단,051-792-4708,상시,1999-01,,,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+여자화장실,Y,N,없음,,2020-06-24
290,공중화장실,학리2(방파제),,부산광역시 기장군 일광면 학리 120번지 2호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2019-06,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
291,공중화장실,산수곡,,부산광역시 기장군 일광면 용천리 91번지 7호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2019-05,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
292,공중화장실,이천생태공원,,부산광역시 기장군 일광면 이천리 696번지 7호,N,1,2,1,1,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2019-01,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
293,공중화장실,연화리물양장,,부산광역시 기장군 기장읍 연화리 119번지 10호,N,2,2,1,0,0,0,3,0,0,기장군 도시관리공단,051-792-4708,상시,2009-06,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-07
294,공중화장실,공수체험장,,부산광역시 기장군 기장읍 시랑리 545번지 12호,N,1,2,1,0,0,0,2,1,0,기장군 도시관리공단,051-792-4708,상시,2012-05,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
295,공중화장실,오시리아수변공원,,부산광역시 기장군 기장읍 당사리 298번지 1호,N,1,2,1,1,0,0,3,0,0,기장군 도시관리공단,051-792-4708,상시,2017-09,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
296,공중화장실,척판암,,부산광역시 기장군 장안읍 장안리 606번지 1호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2017-05,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2020-04-18
297,공중화장실,장안사5,,부산광역시 기장군 장안읍 장안리 산 52번지 18호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2004-01,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-18
298,공중화장실,장안사진입로,,부산광역시 기장군 장안읍 장안리 507번지 1호,N,1,2,0,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2005-06,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-18
299,공중화장실,연밭,,부산광역시 기장군 장안읍 장안리 664번지 19호,N,1,2,0,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2015-06,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-18
300,공중화장실,길천2(원자력),"부산광역시 기장군 장안읍 길천길 58, 울산해양경찰서",부산광역시 기장군 장안읍 길천리 188번지 62호 울산해양경찰서,N,1,1,0,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2011-03,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
301,공중화장실,송정천체육공원,,부산광역시 기장군 철마면 송정리 609번지,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2008-01,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
302,공중화장실,기장역,"부산광역시 기장군 기장읍 차성로288번길 86, 기장역",부산광역시 기장군 기장읍 청강리 25-16 기장역,N,2,2,1,1,0,0,5,1,0,코레일,15447788,운영시간 내,,,,공공기관,교통시설,수세식,N,없음,N,N,없음,,2020-06-26
303,공중화장실,일광역,"부산광역시 기장군 일광면 일광로 111-10, 일광역",부산광역시 기장군 일광면 이천리 750-4 일광역,N,2,2,1,1,0,0,5,1,0,코레일,15447788,운행시간 내,,,,공공기관,교통시설,수세식,N,없음,N,N,없음,,2020-06-26
304,공중화장실,사라수변공원,,부산광역시 기장군 기장읍 대라리 656번지,N,4,3,1,1,0,0,8,1,0,기장군 도시관리공단,051-792-4708,상시,2013-01,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실+장애인화장실,Y,N,없음,,2020-04-06
305,공중화장실,안적사,,부산광역시 기장군 기장읍 내리 692번지,N,1,2,0,0,0,0,1,0,0,기장군 도시관리공단,051-792-4708,상시,2017-11,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-07
306,공중화장실,문동방파제,,부산광역시 기장군 일광면 문동리 29번지 5호,N,1,1,1,0,0,0,2,0,0,기장군 도시관리공단,051-792-4708,상시,2010-06,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-10
307,공중화장실,칠암물양장,,부산광역시 기장군 일광면 칠암리 2번지 5호,N,1,2,0,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2016-06,,,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2020-04-10
308,공중화장실,장안사2(숲길),,부산광역시 기장군 장안읍 장안리 610번지,N,2,2,0,0,0,0,4,0,0,기장군도시관리공단,051-792-4708,상시,2011-01,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-04-18
309,공중화장실,길천근린공원,,부산광역시 기장군 장안읍 길천리 산 100번지,N,1,1,0,0,0,0,1,0,0,기장군도시관리공단,051-792-4708,상시,2015-01,,,지방자치단체,기타,수세식,Y,,Y,N,없음,,2020-06-24
310,공중화장실,월내2,,부산광역시 기장군 장안읍 월내리 618번지 54호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2016-06,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
311,공중화장실,임랑해수욕장3,부산광역시 기장군 장안읍 임랑해안길 49-6,부산광역시 기장군 장안읍 임랑리 1번지 54호,N,2,2,0,0,0,0,3,0,0,기장군도시관리공단,051-792-4708,상시,2016-06,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,N,없음,,2020-06-24
312,공중화장실,좌광천3(자전거도로),,부산광역시 기장군 장안읍 좌천리 산 16번지 15호,N,2,3,0,0,0,0,5,0,0,기장군도시관리공단,051-792-4708,상시,2019-10,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
313,공중화장실,죽순,,부산광역시 기장군 정관읍 달산리 1246번지,N,2,3,2,0,0,0,5,0,0,기장군도시관리공단,051-792-4708,상시,2013-01,,,지방자치단체,기타,수세식,Y,여자화장실+장애인화장실,Y,N,없음,,2020-06-24
314,공중화장실,문동2,,부산광역시 기장군 일광면 문동리 산 1번지 1호,N,1,1,0,0,0,0,1,0,0,기장군도시관리공단,051-792-4708,상시,2004-03,,,지방자치단체,기타,수거식,N,없음,N,N,없음,,2020-06-24
315,공중화장실,광산마을,,부산광역시 기장군 일광면 원리 748번지 24호,N,1,1,0,0,0,0,2,0,0,기장군도시관리공단,051-792-4708,상시,2014-05,,,지방자치단체,기타,수세식,N,없음,N,N,없음,,2020-06-24
316,공중화장실,이동1,,부산광역시 기장군 일광면 이천리 산 1번지 1호,N,1,1,0,0,0,0,1,0,0,기장군도시관리공단,051-792-4708,상시,2018-08,,,지방자치단체,기타,수거식,N,없음,N,N,없음,,2020-06-24
317,공중화장실,이동항,,부산광역시 기장군 일광면 이천리 170-2,N,1,2,0,0,0,0,2,0,0,기장군도시관리공단,,상시,2021-05,,,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-02-04
